name,address,city,zip_code,country,phone,additional_phone,email,website,facebook,instagram,category,score,ratings,opening_hours,is_temporarily_closed,is_permanently_closed,lat,lng,url,description,price,menu,booking_link,popular_times,special_category,has_owner,about,poi
Le Bouchon,"28 Av. de Suffren, 75015 Paris, France",Paris,75015,France,+33183949381,,,http://restaurant-lebeaujolais.fr/fr,,,"French restaurant, Restaurant",4.1,3158,"Thursday 9 AM–1 AM, Friday 9 AM–1 AM, Saturday 9 AM–1 AM, Sunday 9 AM–1 AM, Monday 9 AM–1 AM, Tuesday 9 AM–1 AM, Wednesday 9 AM–1 AM",False,False,48.855,2.2944443999999997,https://www.google.com/maps/place/Le%2BBouchon/data=!4m6!3m5!1s0x47e6701e64b4feeb:0x2d8a98f82f41cb9f!8m2!3d48.855!4d2.29444!19sChIJ6_60ZB5w5kcRn8tBL_iYii0?authuser=0&hl=en&rclk=1,Traditional regional cuisine is served in this laid-back venue that has a terrace.,Moderately expensive,,http://restaurant-lebeaujolais.fr/fr/booking,,,True,,
Bouche Paris,"85 Rue Jean-Pierre Timbaud, 75011 Paris, France",Paris,75011,France,+33143576049,,,http://www.boucheparis.com/,,,Restaurant,4.6,504,"Thursday 7 PM–1:30 AM, Friday 7 PM–1:30 AM, Saturday 7 PM–1:30 AM, Sunday 12–3 PM 7 PM–1:30 AM, Monday 7 PM–1:30 AM, Tuesday 7 PM–1:30 AM, Wednesday 7 PM–1:30 AM",False,False,48.8682045,2.3783885,https://www.google.com/maps/place/Bouche%2BParis/data=!4m6!3m5!1s0x47e66dde16f05439:0x2f1a0a74894a8abc!8m2!3d48.8682!4d2.37839!19sChIJOVTwFt5t5kcRvIpKiXQKGi8?authuser=0&hl=en&rclk=1,,,,,,,True,,
Bistrot Victoires,"6 Rue de la Vrillière, 75001 Paris, France",Paris,75001,France,+33142614378,,,http://www.paris-bistro.com/choisir/paris1/bistrot-des-victoires,,,"Bistro, Bar, Cafe, French restaurant, Restaurant, Brasserie",4.4,5717,"Friday 12–11 PM, Saturday 12–11 PM, Sunday 12–11 PM, Monday 12–11 PM, Tuesday 12–11 PM, Wednesday 12–11 PM, Thursday 12–11 PM",False,False,48.8655271,2.3403585,https://www.google.com/maps/place/Bistrot%2BVictoires/data=!4m6!3m5!1s0x47e66e235b3cdba5:0x9b194b72042f54d8!8m2!3d48.86553!4d2.34036!19sChIJpds8WyNu5kcR2FQvBHJLGZs?authuser=0&hl=en&rclk=1,"Duck confit, escargot & classic bistro fare in vintage, mirror-lined interiors or on a terrace.",Inexpensive,,,,,True,,
Au Petit Suisse,"16 Rue de Vaugirard, 75006 Paris, France",Paris,75006,France,+33143260381,,,https://aupetitsuisse.fr/fr,,,"Brasserie, Bar, Bistro, Brewery, Cafe, French restaurant, Restaurant",4.2,984,"Thursday 6:30 AM–2 AM, Friday 6:30 AM–2 AM, Saturday 7:30 AM–2 AM, Sunday 7:30 AM–2 AM, Monday 6:30 AM–2 AM, Tuesday 6:30 AM–2 AM, Wednesday 6:30 AM–2 AM",False,False,48.8491667,2.3391667,https://www.google.com/maps/place/Au%2BPetit%2BSuisse/data=!4m6!3m5!1s0x47e671dc66d30709:0x232f1dd601368709!8m2!3d48.84917!4d2.33917!19sChIJCQfTZtxx5kcRCYc2AdYdLyM?authuser=0&hl=en&rclk=1,"Classic bistro dishes, sandwiches & daily specials at a bar/restaurant with a street terrace.",Moderately expensive,,,,,True,,
Benoit Paris,"20 Rue Saint-Martin, 75004 Paris, France",Paris,75004,France,+33142722576,,,https://www.benoit-paris.com/,,,"French restaurant, Pub, Traditional restaurant",4.2,2141,"Friday 12–2 PM 7–10 PM, Saturday 12–2 PM 7–10 PM, Sunday 12–2 PM 7–10 PM, Monday 12–2 PM 7–10 PM, Tuesday 12–2 PM 7–10 PM, Wednesday 12–2 PM 7–10 PM, Thursday 12–2 PM 7–10 PM",False,False,48.8584202,2.3500687,https://www.google.com/maps/place/Benoit%2BParis/data=!4m6!3m5!1s0x47e66e1e7dcd4643:0xc8ee845fe3229df5!8m2!3d48.85842!4d2.35007!19sChIJQ0bNfR5u5kcR9Z0i41-E7sg?authuser=0&hl=en&rclk=1,"Casseroles, snails & desserts like profiteroles in a venerable bistro with brass details & mirrors.",Very expensive,,https://bookings.zenchef.com/results?rid=371167&pid=1001,,,True,,
BAFFO,"12 Rue Pecquay, 75004 Paris, France",Paris,75004,France,+33761887304,,,http://www.baffo.fr/,,,"Haute French restaurant, European restaurant, Gluten-free restaurant, Tuscan restaurant",4.6,305,"Friday 12–1:30 PM 7–10 PM, Saturday 12–1:30 PM 7–10 PM, Sunday Closed, Monday Closed, Tuesday 7–9:30 PM, Wednesday 7–9:30 PM, Thursday 7–9:30 PM",False,False,48.860147,2.3562521999999997,https://www.google.com/maps/place/BAFFO/data=!4m6!3m5!1s0x47e66e034dba3ac9:0xd5665a9713487e7!8m2!3d48.86015!4d2.35625!19sChIJyTq6TQNu5kcR54c0callVg0?authuser=0&hl=en&rclk=1,,Expensive,,https://bookings.zenchef.com/results?rid=324712&pid=1001,,,True,,
Restaurant Le Gabriel,"42 Av. Gabriel, 75008 Paris, France",Paris,75008,France,+33158366066,,,https://www.lareserve-paris.com/restaurants-bars/restaurant-le-gabriel/?utm_source=google&utm_medium=local&utm_campaign=gabriel,,,"Haute French restaurant, French restaurant, Modern French restaurant, Restaurant",4.6,827,"Friday 12:30–1:30 PM 7:30–9 PM, Saturday Closed, Sunday Closed, Monday 12:30–1:30 PM 7:30–9 PM, Tuesday 12:30–1:30 PM 7:30–9 PM, Wednesday 12:30–1:30 PM 7:30–9 PM, Thursday 12:30–1:30 PM 7:30–9 PM",False,False,48.8697972,2.3133111,https://www.google.com/maps/place/Restaurant%2BLe%2BGabriel/data=!4m6!3m5!1s0x47e66fcf0cc75303:0xa9d3f0784af4d0b1!8m2!3d48.8698!4d2.31331!19sChIJA1PHDM9v5kcRsdD0Snjw06k?authuser=0&hl=en&rclk=1,"Refined, innovative French-inspired cuisine with tasting menus, served in an opulent dining room.",,,,,,True,,
Palais Royal Restaurant Paris,"110 Gal de Valois, 75001 Paris, France",Paris,75001,France,+33140200027,,,https://palaisroyalrestaurantparis.com/,,,"Fine dining restaurant, French restaurant, Haute French restaurant",4.6,743,"Friday 12–2 PM 7:30–9:30 PM, Saturday Closed, Sunday Closed, Monday 7:30–9:30 PM, Tuesday 12–2 PM 7:30–9:30 PM, Wednesday 12–2 PM 7:30–9:30 PM, Thursday 12–2 PM 7:30–9:30 PM",False,False,48.865659199999996,2.3388673,https://www.google.com/maps/place/Palais%2BRoyal%2BRestaurant%2BParis/data=!4m6!3m5!1s0x47e66e24f59b08f5:0x13fe3d6f11245bfc!8m2!3d48.86566!4d2.33887!19sChIJ9Qib9SRu5kcR_FskEW89_hM?authuser=0&hl=en&rclk=1,Gourmet French cuisine & wines in an upscale dining room or at outdoor tables in palace gardens.,Very expensive,,https://palaisroyalrestaurant.com/,,,True,,
SILK PARIS Restaurant Lounge,"13b Rue Vernier, 75017 Paris, France",Paris,75017,France,+33650505064,,,http://www.menu.silk.paris/,,,Restaurant,4.3,332,"Thursday 6 PM–2 AM, Friday 6 PM–2 AM, Saturday 4:30 PM–2 AM, Sunday 4:30 PM–2 AM, Monday 6 PM–2 AM, Tuesday 6 PM–2 AM, Wednesday 6 PM–2 AM",False,False,48.883775899999996,2.2906921,https://www.google.com/maps/place/SILK%2BPARIS%2BRestaurant%2BLounge/data=!4m6!3m5!1s0x47e66f8289f95baf:0xc88d03d04a2ad5af!8m2!3d48.88378!4d2.29069!19sChIJr1v5iYJv5kcRr9UqStADjcg?authuser=0&hl=en&rclk=1,,,,,,,True,,
Le Paris Paris,"8 Rue de Montfaucon, 75006 Paris, France",Paris,75006,France,+33143265056,,,http://www.leparisparis.fr/,,,"Restaurant, Brewery, Cafe",4.4,859,"Friday 9 AM–12 AM, Saturday 9 AM–12 AM, Sunday 9 AM–12 AM, Monday 9 AM–12 AM, Tuesday 9 AM–12 AM, Wednesday 9 AM–12 AM, Thursday 9 AM–12 AM",False,False,48.852579,2.3357251,https://www.google.com/maps/place/Le%2BParis%2BParis/data=!4m6!3m5!1s0x47e671bd225fbaef:0xa832ad034694bbcc!8m2!3d48.85258!4d2.33573!19sChIJ77pfIr1x5kcRzLuURgOtMqg?authuser=0&hl=en&rclk=1,,Moderately expensive,,https://thefork.fr/restaurant/le-paris-paris-r709885?cc=18174-54f&rwg_token=AAiGsoZzR3Ed_EqWuhQLJy3SqZeY0rt8cXaqVULKcFNwCdYM2-oYc6eXMdZnLTj5y7DcZFwX3ufGj1ERMUYydCsvOkxRCFj7i5ESCcWuZJZFwqD89fEzSTY%3D,,,True,,
Restaurant Paris Istanbul,"6 Rue Caulaincourt, 75018 Paris, France",Paris,75018,France,,,,https://www.kebab-frites.com/kebab/restaurant-paris-istanbul-paris-18.html,,,"Turkish restaurant, Kebab shop, Restaurant",4.5,231,"Thursday 11 AM–1:30 AM, Friday 11 AM–2 AM, Saturday 11 AM–2 AM, Sunday 11 AM–12:30 AM, Monday 11 AM–1:30 AM, Tuesday 11 AM–1:30 AM, Wednesday 11 AM–1:30 AM",False,False,48.8849811,2.3304144,https://www.google.com/maps/place/Restaurant%2BParis%2BIstanbul/data=!4m6!3m5!1s0x47e66e4e70e10fe1:0x1b0242127bc002e2!8m2!3d48.88498!4d2.33041!19sChIJ4Q_hcE5u5kcR4gLAexJCAhs?authuser=0&hl=en&rclk=1,,Inexpensive,,,,,True,,
Restaurant Paris,"39B Bd Ney, 75018 Paris, France",Paris,75018,France,,,,,,,Family restaurant,,,,False,False,48.897674599999995,2.3433043,https://www.google.com/maps/place/Restaurant%2BParis/data=!4m6!3m5!1s0x47e66fbae821c29b:0x4b0f55a5102bc3b4!8m2!3d48.89767!4d2.3433!19sChIJm8Ih6Lpv5kcRtMMrEKVVD0s?authuser=0&hl=en&rclk=1,,,,,,,False,,
Malro,"7 Rue Froissart, 75003 Paris, France",Paris,75003,France,+33142773847,,,http://www.restaurantmalro.fr/,,,"Mediterranean restaurant, Cocktail bar, Greek restaurant, Italian restaurant, Spanish restaurant",4.3,913,"Thursday 12–2:30 PM 7:30 PM–2 AM, Friday 12–2:30 PM 7:30 PM–2 AM, Saturday 12–3 PM 7:30 PM–2 AM, Sunday 12–3 PM 7:30 PM–2 AM, Monday 12–2:30 PM 7:30 PM–2 AM, Tuesday 12–2:30 PM 7:30 PM–2 AM, Wednesday 12–2:30 PM 7:30 PM–2 AM",False,False,48.861406599999995,2.3661925,https://www.google.com/maps/place/Malro/data=!4m6!3m5!1s0x47e66f29b74e3d21:0x1f9081acc0c0b80a!8m2!3d48.86141!4d2.36619!19sChIJIT1Otylv5kcRCrjAwKyBkB8?authuser=0&hl=en&rclk=1,"Truffle pasta & Mediterranean wines in a trendy, low-lit space with contemporary artworks & music.",,,https://www.restaurantmalro.fr/,,,True,,
Le Mesturet,"77 Rue de Richelieu, 75002 Paris, France",Paris,75002,France,+33142974068,,,https://www.lemesturet.com/?utm_source=gmb,,,"French restaurant, Bar, Bistro, Restaurant, Wine bar",4.4,2914,"Friday 7:30 AM–11 PM, Saturday 9 AM–11 PM, Sunday 9 AM–11 PM, Monday 7:30 AM–11 PM, Tuesday 7:30 AM–11 PM, Wednesday 7:30 AM–11 PM, Thursday 7:30 AM–11 PM",False,False,48.8689597,2.3384367999999998,https://www.google.com/maps/place/Le%2BMesturet/data=!4m6!3m5!1s0x47e66e3b9ff09ead:0xb1a20eea20c6663!8m2!3d48.86896!4d2.33844!19sChIJrZ7wnztu5kcRY2YMou4gGgs?authuser=0&hl=en&rclk=1,"Relaxed option preparing local staples such as fish, meat plates & desserts, plus wine.",Moderately expensive,,http://app.menu.du-jour.fr/venue/18686%20?action=book,,,True,,
Le Suffren,"84 Av. de Suffren, 75015 Paris, France",Paris,75015,France,+33145669786,,,https://www.instagram.com/lesuffrenparis,,,"Brasserie, French restaurant, Seafood restaurant",4.3,4785,"Friday 7 AM–12 AM, Saturday 7 AM–12 AM, Sunday 7 AM–12 AM, Monday 7 AM–12 AM, Tuesday 7 AM–12 AM, Wednesday 7 AM–12 AM, Thursday 7 AM–12 AM",False,False,48.8511726,2.3005486,https://www.google.com/maps/place/Le%2BSuffren/data=!4m6!3m5!1s0x47e670223bef94eb:0xb1cf20742bafbb68!8m2!3d48.85117!4d2.30055!19sChIJ65TvOyJw5kcRaLuvK3Qgz7E?authuser=0&hl=en&rclk=1,"Seafood platters & grilled meats in a brasserie with red furnishings, chandeliers & sidewalk tables.",Moderately expensive,,https://bookings.zenchef.com/results?rid=363265&pid=1001,,,True,,
L'Aubergeade,"17 Rue Chaligny, 75012 Paris, France",Paris,75012,France,+33143443336,,,http://laubergeade-restaurant-paris.eatbu.com/,,,"Restaurant, French restaurant",4.8,1494,"Friday 12–2 PM 7–11 PM, Saturday 12–2 PM 7–11 PM, Sunday 12–2 PM 7–10:30 PM, Monday Closed, Tuesday Closed, Wednesday 12–2 PM 7–10:30 PM, Thursday 12–2 PM 7–10:30 PM",False,False,48.846565299999995,2.3834896,https://www.google.com/maps/place/L%27Aubergeade/data=!4m6!3m5!1s0x47e6720de79a84c1:0x7d91161ddaf778d9!8m2!3d48.84657!4d2.38349!19sChIJwYSa5w1y5kcR2Xj32h0WkX0?authuser=0&hl=en&rclk=1,"Typical, cozy bistro focusing on traditional French dishes like steak tartare, plus seafood.",Moderately expensive,,,,,True,,
Restaurant Pastamore,"37 Bd du Montparnasse, 75006 Paris, France",Paris,75006,France,+33143215903,,,http://www.pastamore.fr/,,,Italian restaurant,4.5,2220,"Friday 12–2:30 PM 7–11 PM, Saturday 12–2:30 PM 7–11 PM, Sunday 12–2:30 PM 7–11 PM, Monday 12–2:30 PM 7–11 PM, Tuesday 12–2:30 PM 7–11 PM, Wednesday 12–2:30 PM 7–11 PM, Thursday 12–2:30 PM 7–11 PM",False,False,48.8449643,2.321285,https://www.google.com/maps/place/Restaurant%2BPastamore/data=!4m6!3m5!1s0x47e67191fa34500f:0xa6d69045dae49668!8m2!3d48.84496!4d2.32129!19sChIJD1A0-pFx5kcRaJbk2kWQ1qY?authuser=0&hl=en&rclk=1,"Antipasti, artisanal pasta & Italian wines at a cozy, charming trattoria with a covered terrace.",,,https://pastamore-restaurant.fr/,,,True,,
Restaurant Georgette,"44 Rue d'Assas, 75006 Paris, France",Paris,75006,France,+33145444444,,,http://www.restaurant-georgette.fr/,,,"French restaurant, Restaurant, Wine cellar",4.7,1951,"Friday 12–2:30 PM 7–10 PM, Saturday 12–2:30 PM 7–10 PM, Sunday 12–2:30 PM 7–10 PM, Monday 12–2:30 PM 7–10 PM, Tuesday 12–2:30 PM 7–10 PM, Wednesday 12–2:30 PM 7–10 PM, Thursday 12–2:30 PM 7–10 PM",False,False,48.8471732,2.3299168,https://www.google.com/maps/place/Restaurant%2BGeorgette/data=!4m6!3m5!1s0x47e671d032557dd3:0x1bdb5a7af16431d8!8m2!3d48.84717!4d2.32992!19sChIJ031VMtBx5kcR2DFk8Xpa2xs?authuser=0&hl=en&rclk=1,Elegant restaurant with a menu of seasonal French classics served in a chic dining room.,Moderately expensive,,https://bookings.zenchef.com/results?rid=333122&pid=1001,,,True,,
Epicure,"112 Rue du Faubourg Saint-Honoré, 75008 Paris, France",Paris,75008,France,+33153434340,,,https://www.oetkercollection.com/fr/hotels/le-bristol-paris/restaurants-et-bar/restaurants/epicure/?utm_source=google&utm_medium=local&utm_campaign=Epicure,,,"French restaurant, Fine dining restaurant, Haute French restaurant, Restaurant",4.7,1452,"Friday 12–1:30 PM 7:30–9:30 PM, Saturday 12–1:30 PM 7:30–9:30 PM, Sunday Closed, Monday Closed, Tuesday 12–1:30 PM 7:30–9:30 PM, Wednesday 12–1:30 PM 7:30–9:30 PM, Thursday 12–1:30 PM 7:30–9:30 PM",False,False,48.8717373,2.3148527999999997,https://www.google.com/maps/place/Epicure/data=!4m6!3m5!1s0x47e66feaaa07e555:0xd52e77609ee2730c!8m2!3d48.87174!4d2.31485!19sChIJVeUHqupv5kcRDHPinmB3LtU?authuser=0&hl=en&rclk=1,Upscale hotel restaurant overlooking a courtyard garden & specializing in French fine dining & wine.,Very expensive,,,,,True,,
Mama Restaurant Paris East,"109 Rue de Bagnolet, 75020 Paris, France",Paris,75020,France,+33143484545,,,https://fr.mamashelter.com/paris-east/restaurants?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps,,,Restaurant,3.4,90,"Thursday 7–11 AM 12–3 PM 7 PM–1:30 AM, Friday 7–11 AM 12–3 PM 7 PM–1:30 AM, Saturday 7–11 AM 12–3 PM 7 PM–1:30 AM, Sunday 7–11 AM 12–4 PM 7 PM–12 AM, Monday 7–11 AM 12–3 PM 7 PM–12 AM, Tuesday 7–11 AM 12–3 PM 7 PM–12 AM, Wednesday 7–11 AM 12–3 PM 7 PM–12 AM",False,False,48.859868899999995,2.4027133,https://www.google.com/maps/place/Mama%2BRestaurant%2BParis%2BEast/data=!4m6!3m5!1s0x47e66d6c43dadda5:0xa0127eabc2ac03bf!8m2!3d48.85987!4d2.40271!19sChIJpd3aQ2xt5kcRvwOswqt-EqA?authuser=0&hl=en&rclk=1,,,,,,,True,,
Il Grano,"212 Bis Bd Pereire, 75017 Paris, France",Paris,75017,France,+33158579946,,,http://www.restaurantilgrano.com/,,,"Italian restaurant, Pizza restaurant",4.7,4818,"Friday 11:30 AM–10:30 PM, Saturday 11:30 AM–10:30 PM, Sunday 11:30 AM–10:30 PM, Monday 11:30 AM–10:30 PM, Tuesday 11:30 AM–10:30 PM, Wednesday 11:30 AM–10:30 PM, Thursday 11:30 AM–10:30 PM",False,False,48.8797413,2.2869162,https://www.google.com/maps/place/Il%2BGrano/data=!4m6!3m5!1s0x47e66f8cf966aaab:0x4fffb53d533b574d!8m2!3d48.87974!4d2.28692!19sChIJq6pm-Yxv5kcRTVc7Uz21_08?authuser=0&hl=en&rclk=1,"Creatively presented antipasti, pasta & Roman pizza plus Italian wines in a bright, colorful space.",Moderately expensive,,https://www.restaurantilgrano.com/reservations/,,,True,,
Lasserre,"17 Av. Franklin Delano Roosevelt, 75008 Paris, France",Paris,75008,France,+33143590213,,,http://www.restaurant-lasserre.com/,,,Fine dining restaurant,4.6,615,"Friday 7–9:30 PM, Saturday 7–9:30 PM, Sunday Closed, Monday Closed, Tuesday 7–9:30 PM, Wednesday 7–9:30 PM, Thursday 7–9:30 PM",False,False,48.8663494,2.3099175,https://www.google.com/maps/place/Lasserre/data=!4m6!3m5!1s0x47e66fdac63417f3:0xcf3ba46dec23641b!8m2!3d48.86635!4d2.30992!19sChIJ8xc0xtpv5kcRG2Qj7G2kO88?authuser=0&hl=en&rclk=1,"Refined takes on classic French fare, plus tasting menus & wine pairings, in an elegant space.",Very expensive,,https://www.restaurant-lasserre.com/fr/reservations/reserver-une-table/,,,True,,
Restaurant Martin Paris,"40 bis Rue René Boulanger, 75010 Paris, France",Paris,75010,France,+33171183888,,,https://www.restaurantmartinparis.com/fr/,,,"Restaurant, Bar, Brunch restaurant, Cocktail bar",4.5,455,"Friday 6:30 AM–10:30 PM, Saturday 7–11 AM 12–3:30 PM 6:30–11:30 PM, Sunday 7–11 AM 12–3:30 PM 6:30–11:30 PM, Monday 6:30 AM–10:30 PM, Tuesday 6:30 AM–10:30 PM, Wednesday 6:30 AM–10:30 PM, Thursday 6:30 AM–10:30 PM",False,False,48.8685045,2.3608987999999997,https://www.google.com/maps/place/Restaurant%2BMartin%2BParis/data=!4m6!3m5!1s0x47e66e0f1fe2a7b3:0x8053d0777dc26c02!8m2!3d48.8685!4d2.3609!19sChIJs6fiHw9u5kcRAmzCfXfQU4A?authuser=0&hl=en&rclk=1,Cocktails & snacks in a sophisticated space with a terrace at Renaissance Paris Republique Hotel.,,,https://www.restaurantmartinparis.com/fr/reservation,,,True,,
Les Parisiens,"1 Rue du Pré aux Clercs, 75007 Paris, France",Paris,75007,France,+33142966543,,,https://www.pavillon-faubourg-saint-germain.com/restaurant-les-parisiens,,,"Restaurant, Bar",4.6,960,"Friday 12–2:15 PM 7–10:15 PM, Saturday 12–2:15 PM 7–10:15 PM, Sunday 12–2:15 PM 7–10:15 PM, Monday 12–2:15 PM 7–10:15 PM, Tuesday 12–2:15 PM 7–10:15 PM, Wednesday 12–2:15 PM 7–10:15 PM, Thursday 12–2:15 PM 7–10:15 PM",False,False,48.856660899999994,2.3303688,https://www.google.com/maps/place/Les%2BParisiens/data=!4m6!3m5!1s0x47e66f5ff049ca43:0xe4e95005e5d5f1ca!8m2!3d48.85666!4d2.33037!19sChIJQ8pJ8F9v5kcRyvHV5QVQ6eQ?authuser=0&hl=en&rclk=1,,,,https://www.pavillon-faubourg-saint-germain.com/restaurant-les-parisiens-bar-james-joyce,,,True,,
Pur' - Jean-François Rouquette,"5 Rue de la Paix, 75002 Paris, France",Paris,75002,France,+33158711060,,,https://www.paris-restaurant-pur.fr/,,,"Fine dining restaurant, French restaurant, Haute French restaurant, Restaurant",4.7,505,"Friday 7:45–9:30 PM, Saturday 7:45–9:30 PM, Sunday Closed, Monday Closed, Tuesday 7:45–9:30 PM, Wednesday 7:45–9:30 PM, Thursday 7:45–9:30 PM",False,False,48.8689056,2.3301781,https://www.google.com/maps/place/Pur%27%2B-%2BJean-Fran%C3%A7ois%2BRouquette/data=!4m6!3m5!1s0x47e66e31a5e25b95:0xff2ab0f8d4015ce9!8m2!3d48.86891!4d2.33018!19sChIJlVvipTFu5kcR6VwB1PiwKv8?authuser=0&hl=en&rclk=1,Upscale restaurant in the Park Hyatt Hotel preparing imaginative local dishes from a tasting menu.,Very expensive,,https://thefork.fr/restaurant/pur-jean-francois-rouquette-park-hyatt-paris-vendome-r4465?cc=18174-54f&rwg_token=AAiGsoZ1M2kK5humqA5jTcw9D-ektJlbuJm4BABRMnl9psjjRU6ojef-c3Du1bqRg1hVwADkfPQcoeTKE4bLgmsbdnaNOEf3PQ%3D%3D,,,True,,
Orgueil,"6 Rue Popincourt, 75011 Paris, France",Paris,75011,France,+33183973480,,,https://bonaloi.com/fr/orgueil/,,,"French restaurant, Bistro, Cocktail bar, Fusion restaurant, Restaurant, Small plates restaurant, Tapas restaurant, Wine bar",4.7,3467,"Thursday 12–2:30 PM 7 PM–1 AM, Friday 12–2:30 PM 7 PM–1 AM, Saturday 12–2:30 PM 7 PM–1 AM, Sunday 12–2:30 PM 7 PM–1 AM, Monday 12–2:30 PM 7 PM–1 AM, Tuesday 12–2:30 PM 7 PM–1 AM, Wednesday 12–2:30 PM 7 PM–1 AM",False,False,48.8571038,2.3777207,https://www.google.com/maps/place/Orgueil/data=!4m6!3m5!1s0x47e66d3899bc5f51:0xeef88e3e6953f350!8m2!3d48.8571!4d2.37772!19sChIJUV-8mTht5kcRUPNTaT6O-O4?authuser=0&hl=en&rclk=1,,,,https://bookings.zenchef.com/results?rid=356909&pid=1001,,,True,,
Miznon,"22 Rue des Ecouffes, 75004 Paris, France",Paris,75004,France,+33768839758,,,https://www.miznonparis.com/,,,"Restaurant, Mediterranean restaurant",4.3,2891,"Friday 12–4 PM, Saturday Closed, Sunday 12–11 PM, Monday 12–11 PM, Tuesday 12–11 PM, Wednesday 12–11 PM, Thursday 12–11 PM",False,False,48.8571597,2.3589814,https://www.google.com/maps/place/Miznon/data=!4m6!3m5!1s0x47e66e025df684a3:0xecc075dfcafa5f2e!8m2!3d48.85716!4d2.35898!19sChIJo4T2XQJu5kcRLl_6yt91wOw?authuser=0&hl=en&rclk=1,,Moderately expensive,,,,,True,,
6 New-York,"6 Av. de New York, 75116 Paris, France",Paris,75116,France,+33140700330,,,http://www.6newyork.fr/,,,"Haute French restaurant, Fine dining restaurant, French restaurant, Modern French restaurant, Restaurant",4.5,893,"Friday 12–2 PM 7–10 PM, Saturday 7–10 PM, Sunday Closed, Monday Closed, Tuesday 12–2 PM 7–10 PM, Wednesday 12–2 PM 7–10 PM, Thursday 12–2 PM 7–10 PM",False,False,48.864188999999996,2.2996767,https://www.google.com/maps/place/6%2BNew-York/data=!4m6!3m5!1s0x47e66fe77aa89373:0x21f042dff2bbd871!8m2!3d48.86419!4d2.29968!19sChIJc5Ooeudv5kcRcdi78t9C8CE?authuser=0&hl=en&rclk=1,"Refined, light-filled restaurant featuring a thoughtfully sourced menu of elevated French cuisine.",Expensive,,http://6newyork.fr/,,,True,,
Septime,"80 Rue de Charonne, 75011 Paris, France",Paris,75011,France,,,,http://www.septime-charonne.fr/,,,"Fine dining restaurant, Bistro, French restaurant",4.4,1275,"Friday 12:15–2 PM 7:30–11 PM, Saturday Closed, Sunday Closed, Monday 12:15–2 PM 7:30–11 PM, Tuesday 12:15–2 PM 7:30–11 PM, Wednesday 12:15–2 PM 7:30–11 PM, Thursday 12:15–2 PM 7:30–11 PM",False,False,48.853572299999996,2.3809332999999997,https://www.google.com/maps/place/Septime/data=!4m6!3m5!1s0x47e672085202a913:0x3230715dda06499!8m2!3d48.85357!4d2.38093!19sChIJE6kCUghy5kcRmWSg3RUHIwM?authuser=0&hl=en&rclk=1,"Refined tasting menus featuring creative dishes paired with wines, in a minimalist space.",Expensive,,,,,True,,
Substance,"18 Rue de Chaillot, 75116 Paris, France",Paris,75116,France,+33147200890,,,http://www.substance.paris/,,,"Haute French restaurant, French restaurant",4.5,920,"Friday 12–1:30 PM 7–9 PM, Saturday Closed, Sunday Closed, Monday 12–1:30 PM 7–9 PM, Tuesday 12–1:30 PM 7–9 PM, Wednesday 12–1:30 PM 7–9 PM, Thursday 12–1:30 PM 7–9 PM",False,False,48.867286899999996,2.2976604,https://www.google.com/maps/place/Substance/data=!4m6!3m5!1s0x47e66fdc7851e3d7:0x205cf0bdf03423df!8m2!3d48.86729!4d2.29766!19sChIJ1-NReNxv5kcR3yM08L3wXCA?authuser=0&hl=en&rclk=1,"Innovative cuisine, tasting menus & wine pairings served amid contemporary decor.",,,,,,True,,
ASPIC,"24 Rue Louise-Émilie de la Tour d'Auvergne, 75009 Paris, France",Paris,75009,France,+33982493098,,,http://www.aspic-restaurant.fr/,,,"Haute French restaurant, French restaurant",4.8,628,"Friday 7–11 PM, Saturday Closed, Sunday Closed, Monday 7–11 PM, Tuesday 7–11 PM, Wednesday 7–11 PM, Thursday 7–11 PM",False,False,48.879196099999994,2.3437259,https://www.google.com/maps/place/ASPIC/data=!4m6!3m5!1s0x47e66e41a98517e3:0x43511b4f98f55266!8m2!3d48.8792!4d2.34373!19sChIJ4xeFqUFu5kcRZlL1mE8bUUM?authuser=0&hl=en&rclk=1,Fine dining restaurant featuring a tasting menu & wine pairings amid compact surrounds.,,,http://www.aspic-restaurant.fr/,,,True,,
La Table de Colette,"17 Rue Laplace, 75005 Paris, France",Paris,75005,France,+33146331859,,,https://www.latabledecolette.fr/,,,"Haute French restaurant, Organic restaurant",4.7,1030,"Friday 12–1:30 PM 7:30–9 PM, Saturday Closed, Sunday Closed, Monday 12–1:30 PM 7:30–9 PM, Tuesday 12–1:30 PM 7:30–9 PM, Wednesday 12–1:30 PM 7:30–9 PM, Thursday 12–1:30 PM 7:30–9 PM",False,False,48.8473045,2.3472188,https://www.google.com/maps/place/La%2BTable%2Bde%2BColette/data=!4m6!3m5!1s0x47e671aee5a1c14b:0x3882a53dca4c3d69!8m2!3d48.8473!4d2.34722!19sChIJS8Gh5a5x5kcRaT1Myj2lgjg?authuser=0&hl=en&rclk=1,"Fine dining, eco-responsible restaurant with a terrace serving 3- to 7-course menus & wine pairings.",Moderately expensive,,https://bookings.zenchef.com/results?rid=353284&pid=1001,,,True,,
